33,42
35,44
36,44
37,43
38,44
39,44
39,43
41,43
42,43
44,42
44,42
46,41
46,41
47,39
48,39
48,37
49,37
50,36
51,34
50,32
51,31
52,31
51,29
52,27
53,25
52,24
52,23
53,22
52,21
51,19
51,18
51,17
51,15
50,13
49,14
48,14
47,12
47,11
46,12
46,12
45,10
44,12
42,12
41,12
40,13
39,14
38,13
36,15
36,16
