33,42,8
35,44,9
36,44,10
37,43,10
38,44,11
39,44,13
39,43,13
41,43,15
42,43,15
44,42,16
44,42,17
46,41,18
46,41,19
47,39,20
48,39,21
48,37,22
49,37,22
50,36,23
51,34,25
50,32,26
51,31,27
52,31,27
51,29,29
52,27,30
53,25,30
52,24,31
52,23,33
53,22,33
52,21,35
51,19,36
51,18,37
51,17,37
51,15,37
50,13,39
49,14,41
48,14,41
47,12,42
47,11,43
46,12,44
46,12,45
45,10,45
44,12,47
42,12,48
41,12,48
40,13,50
39,14,52
38,13,53
36,15,52
36,16,54
